iter,time,reward,steps,convergence
1,0.0008983660000012605,-656.31,300.0,93.82244553639
2,0.0017266269999822725,-493.63,300.0,88.42244553639
3,0.00252650499999163,-301.12,300.0,83.40399507227116
4,0.0033130450000271594,-309.55,300.0,76.49004288732017
5,0.004086248000021442,-322.2,300.0,71.09004288732017
6,0.0048963850000518505,-367.19,300.0,65.69537905316726
7,0.005677112000057605,-299.0,300.0,59.86887927173838
8,0.006491353000058098,-418.65,299.87,53.09225101025099
9,0.007283365000091635,-552.86,300.0,47.98555925101122
10,0.008056569000132185,-351.71,300.0,40.566639679122105
11,0.009861167000110527,-374.38,300.0,40.467711641322104
12,0.010642578000101821,-341.41,300.0,40.276362112398026
13,0.01140962600010198,-366.91,300.0,41.20573566448357
14,0.012180777000082799,-375.22,300.0,40.16500992879308
15,0.012949193000110881,-403.77,300.0,40.44339497521868
16,0.013720344000148543,-314.83,300.0,40.51824880937159
17,0.014499703000126374,-479.71,299.67,40.91009762932477
18,0.015280088000110936,-394.73,300.0,46.867725890812146
19,0.016047820000096635,-413.73,300.0,50.07639865005193
20,0.01654983800011678,-452.06,297.46,56.595318221941035
21,0.017325435000088873,-576.88,299.29,59.90685452226046
22,0.018122919000063575,-368.2,300.0,60.34455299673861
23,0.018896807000089666,-485.23,300.0,62.7285418017009
24,0.019671379000101297,-412.28,300.0,68.44906689511674
25,0.020442188000117767,-340.37,300.0,71.0686114900324
26,0.021206500000118922,-299.0,300.0,67.7696065718997
27,0.021984491000125672,-559.5,298.4,67.88959938502705
28,0.022755984000127683,-413.38,300.0,66.2733768405555
29,0.023516877000133718,-385.47,300.0,62.73090439260361
30,0.024291107000124157,-313.7,300.0,58.21642675813141
31,0.0250564450000752,-299.0,300.0,53.26701449992132
32,0.025818706000052316,-299.0,300.0,48.791769975928624
33,0.026596355000037875,-383.64,299.2,46.99266889549334
34,0.027362377000088145,-412.57,300.0,46.1171398390072
35,0.02813900100011324,-474.94,298.85,47.749408102843255
36,0.028931355000111125,-512.81,299.03,51.87686408370989
37,0.029715843000076347,-377.33,300.0,51.722312636279966
38,0.030565649000095618,-591.71,297.27,50.55806097883427
39,0.03134466600005226,-558.96,296.81,51.98461812637255
40,0.03211855300008892,-497.64,297.24,51.41415131030923
41,0.03292424400007121,-314.91,300.0,53.582527871687304
42,0.03369813200004046,-300.23,300.0,58.652977256733514
43,0.03449527300006139,-367.16,299.78,60.38928658310325
44,0.034935394000058295,-387.82,297.29,56.94061346780309
45,0.0357164630000284,-517.79,291.78,54.31619372036346
46,0.035946611000042594,-353.34,271.45,56.63161576698908
47,0.03672426000002815,-522.33,293.64,57.615006395465954
48,0.03749985700000025,-449.26,299.16,59.17007041532865
49,0.03831717499997467,-358.38,294.96,61.2793397868827
50,0.03911568400002352,-310.85,299.95,62.693032224403325
51,0.040832052000041585,-496.82,295.96,69.49942019460715
52,0.04141922100006923,-414.0,296.01,69.08061123453275
53,0.04304907000005187,-445.57,299.28,64.7160973040995
54,0.04403806000004806,-359.71,300.0,65.45360379672312
55,0.04481365800000958,-299.29,300.0,63.88507806944428
56,0.04558446700002605,-322.22,299.71,61.78341182369172
57,0.04636758800000962,-406.07,300.0,62.39253597964237
58,0.04713531999999532,-313.96,291.52,60.36150739515055
59,0.04791331100000207,-329.17,292.45,55.89312352550168
60,0.0486848049999935,-346.87,273.87,59.0039325528798
61,0.04894812500003809,-380.74,272.89,56.112406595257404
62,0.049722354000039104,-388.74,281.45,58.768302110890716
63,0.05017752100002326,-331.11,293.48,57.8230952264055
64,0.050974663000033615,-314.84,299.11,57.24243971398293
65,0.05177146300002278,-550.64,295.25,59.036442223823954
66,0.05196262599997681,-362.65,296.76,57.599666627444876
67,0.05274916700000176,-373.22,296.47,57.35308549596656
68,0.053524765000020125,-365.25,296.91,54.9175647106513
69,0.05406884500001752,-362.26,269.12,58.6456605195214
70,0.054354051000018444,-311.28,253.16,55.32227333303503
71,0.05516213499998912,-331.79,271.45,54.19646287642372
72,0.05594867599995723,-553.82,300.0,54.18044063481542
73,0.056741371999919465,-350.94,300.0,61.37185886585398
74,0.0575292809999155,-307.07,288.21,61.26123974076522
75,0.0582997489999002,-403.34,300.0,57.012757869302334
76,0.05908218599989823,-356.98,296.74,58.142521099459145
77,0.05986598999987791,-367.7,293.64,53.224946716371804
78,0.060648768999840286,-328.74,296.02,54.0537974771079
79,0.06143838699983917,-346.13,292.03,49.711657522352674
80,0.062220823999837194,-320.24,296.11,54.115240143147844
81,0.06300394499982076,-344.85,292.95,48.90647883573797
82,0.06377988399981405,-474.7,244.94,50.82149458526645
83,0.0640486759997998,-401.43,249.4,48.42602466152793
84,0.06431849399984912,-381.19,182.89,52.11274692990687
85,0.0649740579998479,-527.3,212.91,57.43077225481526
86,0.06527157499988334,-388.39,287.17,58.428129821576746
87,0.06577701299983119,-372.66,294.42,62.343418111658536
88,0.06640658799983612,-340.67,270.25,64.8041808571514
89,0.0667584789998159,-312.34,275.98,66.4292210385491
90,0.0670512089998283,-304.16,225.56,60.969537762488486
91,0.0678083399998286,-318.98,283.4,63.008346714423794
92,0.06851520099985464,-70.34,91.08,58.81561412412229
93,0.06873816799986798,-301.65,299.49,60.089868531657
94,0.06953325799986487,-391.96,290.31,60.70605681190202
95,0.06986121099987486,-416.17,300.0,57.36325101538273
96,0.07064535799986515,-368.23,282.14,56.6096764639063
97,0.07142403299985745,-414.67,290.89,60.74344749974091
98,0.07219826199985846,-214.25,174.71,59.835322126135814
99,0.07297078199985663,-272.9,265.27,61.56850668208368
100,0.07489609599986125,-312.41,298.99,62.053990182815696
101,0.07598972899984346,-305.12,281.84,61.43763945780815
102,0.07676977199986368,-333.19,275.88,61.4503034899131
103,0.07754810499989162,-199.75,151.17,60.923419058861285
104,0.07804909699990503,-354.18,275.63,57.13367112655105
105,0.07886744099988618,-555.77,289.57,58.44685029088724
106,0.07964816799989194,-430.66,283.1,59.43088013700408
107,0.08043675999988409,-402.09,273.03,58.824423169291755
108,0.08120517599991217,-310.67,251.05,57.128252967782416
109,0.08178824199990231,-220.35,181.39,58.44589225127405
110,0.0825580249998552,-341.06,266.32,63.48716451898436
111,0.08334148799985996,-440.09,241.99,67.17532428056755
112,0.084126660999857,-275.34,232.38,68.66239227583962
113,0.08447376499987058,-398.2,287.13,68.50999468178333
114,0.08509034399986604,-294.35,290.52,72.47937177252193
115,0.0856720419998851,-205.58,201.48,72.40698069807624
116,0.08646371199989744,-336.69,289.52,73.27186699899349
117,0.08724272899991092,-300.79,283.98,72.37110121538657
118,0.08803303099995219,-297.39,265.31,75.54436660493123
119,0.08883666999992101,-313.93,296.52,74.91146292998778
120,0.08946453399994425,-312.01,300.0,71.33725223420635
121,0.08995629299994334,-288.74,258.61,69.72835979820158
122,0.09044189599990204,-296.25,289.26,68.37446835568132
123,0.09121475699987514,-334.75,283.55,66.19247241334406
124,0.0914667919998351,-382.71,215.8,65.12240387684915
125,0.09244859999978416,-309.16,281.42,66.10585202027097
126,0.09282100999979548,-320.59,295.39,68.58026827688879
127,0.09360789299978478,-310.64,298.13,66.47000885256956
128,0.09438725199976261,-307.29,289.31,67.71852151560742
129,0.09473503999976174,-325.12,251.08,66.25328898075762
130,0.09499186299973417,-240.36,219.1,65.89275190457666
131,0.0955260259997317,-344.24,265.8,64.26966668230338
132,0.0960041059997252,-109.24,158.31,62.740597399534906
133,0.09621134199971948,-308.71,291.37,61.43065863700317
