iter,time,reward,steps,convergence
1,0.0008617739999863261,-789.3,300.0,93.51
2,0.0016223239999817451,-552.08,300.0,88.02000000000001
3,0.005802956999957587,-464.99,300.0,80.73
4,0.0065600879999578865,-471.75,300.0,73.44000000000001
5,0.00732063899994273,-808.57,300.0,67.95000000000002
6,0.008018607999929372,-492.22,300.0,66.38927982997728
7,0.00878052699994214,-389.97,300.0,59.099279829977284
8,0.009609471999965535,-339.52,300.0,49.19927982997727
9,0.010376519999965694,-345.69,300.0,43.23255882997728
10,0.011593263999941428,-305.16,300.0,38.265743464390795
11,0.012368518999949174,-299.0,300.0,33.85574346457783
12,0.013146509999955924,-299.0,300.0,29.445743464578033
13,0.013917661999926167,-299.0,300.0,26.835743464741245
14,0.014648460999922008,-299.0,300.0,24.22574346488724
15,0.015377890999900501,-299.0,300.0,19.81574346488724
16,0.016160327999898527,-299.0,300.0,11.476463635025302
17,0.01679981999990332,-299.0,300.0,8.866463656359151
18,0.017461539999885645,-299.0,300.0,8.866463656460121
19,0.01821251599989182,-299.0,300.0,4.957564915067285
20,0.018976485999871784,-299.0,300.0,0.024380280653858222
