iter,time,reward,steps,convergence
1,0.0020733890000030897,-299.0,300.0,89.61536579999999
2,0.003224132000013924,-309.78,300.0,80.2273458
3,0.004009305000010954,-449.81,300.0,70.83932579999998
4,0.004702145000010205,-341.63,300.0,61.2727173506412
5,0.005498603000006597,-305.88,300.0,51.881024128242835
6,0.006353537999984837,-319.09,300.0,42.291894149814866
7,0.007055952999991177,-323.01,300.0,32.65472101128474
8,0.007851727000002029,-299.0,300.0,23.071772472318965
9,0.008622537000007924,-365.27,300.0,13.712398309856429
10,0.009385481000009577,-319.92,300.0,4.322378309856428
11,0.010151161000010234,-326.4,300.0,4.277071131428228
12,0.010864861000015935,-299.0,300.0,4.054843439733024
13,0.011651059999991276,-299.49,300.0,4.054843439733024
14,0.01248684499998376,-307.2,300.0,4.034709520277078
15,0.013280224999988377,-299.49,300.0,4.0383827426754575
16,0.01408386500000347,-299.0,300.0,4.237512721103437
17,0.016090226999978086,-301.23,300.0,4.284012531194175
18,0.016908228999966468,-300.96,300.0,4.238276916767577
19,0.01788217099996814,-301.45,300.0,3.8036127911036686
20,0.018689913999963892,-344.82,300.0,3.8066700455612845
21,0.019503127999939807,-343.91,300.0,3.829245649290223
22,0.02032147199992096,-579.0,300.0,3.8600214936246573
23,0.02112066499992693,-424.44,300.0,3.5908948297241734
24,0.021909257999936926,-299.0,300.0,3.787617198538901
25,0.02272007799993503,-301.94,300.0,3.804168356523577
26,0.023521664999918812,-439.54,300.0,3.8082728917996507
27,0.02431607099990174,-345.06,300.0,3.798656796846373
28,0.025099875999899268,-328.4,300.0,3.865161452492077
29,0.025931556999893246,-329.32,300.0,3.809244481833376
30,0.026329614999895057,-311.25,300.0,3.7219518243820247
31,0.027105212999884998,-316.15,300.0,3.7576325348954285
32,0.030037982999886026,-299.0,300.0,3.9495523108764643
33,0.030848118999870167,-321.88,300.0,3.7551678902544565
34,0.03166919899985032,-317.45,300.0,3.3132294143548764
35,0.0324981439998453,-378.4,300.0,3.3261307967668445
36,0.033285709999830715,-301.79,300.0,3.0912404913388984
37,0.03411294599982284,-333.87,300.0,2.8909421995854045
38,0.03491829499981236,-299.0,300.0,2.8153215217388294
39,0.03571475299980875,-310.98,300.0,3.1223350993262953
40,0.03650060899983032,-491.17,300.0,3.0053586046005223
41,0.03730151199982856,-306.35,300.0,2.800346622578897
42,0.03812156599983041,-299.49,300.0,2.3421422648063457
43,0.03892623099983439,-358.27,298.73,2.351266418617527
44,0.039697724999854245,-347.79,300.0,2.4060929145171075
45,0.04048665999985701,-299.0,300.0,2.285235522485247
46,0.04128140799986113,-308.78,300.0,2.4920027454159
47,0.042314852999879804,-472.46,300.0,2.691619083664841
48,0.043109942999876694,-342.03,300.0,2.9029955955481244
49,0.043920420999882026,-367.23,300.0,2.6405714941239964
50,0.044772961999882455,-321.13,300.0,2.366819505974989
51,0.0467505979998748,-324.87,300.0,2.0842819378229094
52,0.0475480809998885,-411.74,300.0,2.1399283669751954
53,0.04834795799988001,-312.44,300.0,2.5435764606746476
54,0.04915433299987626,-330.35,300.0,2.7615257458181572
