iter,time,reward,steps,convergence
1,0.0011271460000017441,-607.65,299.39,89.1
2,0.0021670900000003712,-569.92,299.8,79.2
3,0.003180017000005364,-569.63,300.0,69.59
4,0.004178240000001665,-327.62,300.0,59.98
5,0.0051870630000010465,-568.15,300.0,50.56999999999999
6,0.006216062999996552,-307.24,300.0,40.983255099999994
7,0.007213259999993227,-300.05,300.0,31.083759122933156
8,0.008209771999986515,-299.0,300.0,21.18375977920814
9,0.009191237999985447,-299.0,300.0,11.283759805266083
10,0.010172703999984378,-299.0,300.0,1.383759815656107
11,0.011203755999979137,-299.0,300.0,1.3837603785537822
12,0.012209842999979514,-299.0,300.0,1.3837604190668586
13,0.013209090999978912,-299.38,300.0,1.0937607730425967
14,0.014200473999977703,-299.0,300.0,0.8037608403004797
15,0.01519254099998335,-299.0,300.0,0.3137617785003499
