Num generated: 736; num unique: 47
Episode, Steps, Reward, Time (in milliseconds)
1, 64, -10.099999999999994, 81
2, 64, -10.099999999999994, 30
3, 64, -12.999999999999991, 37
4, 64, -6.299999999999994, 67
5, 64, -6.299999999999994, 29
6, 64, -11.79999999999999, 50
7, 64, -31.500000000000014, 42
8, 64, -8.099999999999994, 112
9, 64, -6.299999999999994, 62
10, 64, -8.199999999999994, 21
11, 64, -6.299999999999994, 65
12, 64, -8.099999999999994, 55
13, 64, -6.299999999999994, 31
14, 64, -6.299999999999994, 62
15, 64, -6.299999999999994, 25
16, 64, -8.099999999999994, 50
17, 64, -6.299999999999994, 41
18, 64, -6.299999999999994, 40
19, 64, -14.399999999999993, 42
20, 64, -6.299999999999994, 47
21, 64, -6.299999999999994, 48
22, 64, -6.299999999999994, 51
23, 64, -6.299999999999994, 42
24, 64, -9.099999999999985, 47
25, 64, -21.5, 46
26, 64, -9.899999999999988, 56
27, 64, -6.299999999999994, 50
28, 64, -6.299999999999994, 52
29, 64, -7.199999999999994, 44
30, 64, -6.299999999999994, 64
31, 64, -6.299999999999994, 52
32, 64, -6.299999999999994, 47
33, 64, -6.299999999999994, 47
34, 64, -6.299999999999994, 58
35, 64, -11.699999999999996, 47
36, 64, -6.299999999999994, 55
37, 64, -6.299999999999994, 58
38, 64, -6.299999999999994, 54
39, 64, -6.299999999999994, 60
40, 64, -18.000000000000007, 59
41, 64, -9.899999999999988, 60
42, 64, -6.299999999999994, 62
43, 64, -6.299999999999994, 70
44, 64, -6.299999999999994, 57
45, 64, -6.299999999999994, 59
46, 64, -9.99999999999999, 61
47, 64, -6.299999999999994, 56
48, 64, -6.299999999999994, 65
49, 64, -6.299999999999994, 70
50, 64, -8.099999999999994, 59
51, 64, -7.199999999999994, 68
52, 64, -6.299999999999994, 69
53, 64, -8.999999999999991, 61
54, 64, -6.299999999999994, 71
55, 64, -13.499999999999996, 61
56, 64, -13.899999999999995, 70
57, 64, -6.299999999999994, 65
58, 64, -6.299999999999994, 64
59, 64, -6.299999999999994, 70
60, 64, -6.299999999999994, 81
61, 64, -6.299999999999994, 104
62, 64, -8.199999999999994, 69
63, 64, -6.299999999999994, 67
64, 64, -6.299999999999994, 81
65, 64, -8.09999999999999, 80
66, 64, -6.299999999999994, 74
67, 64, -7.1999999999999895, 96
68, 64, -6.299999999999994, 104
69, 64, -6.299999999999994, 73
70, 64, -7.199999999999992, 78
71, 64, -9.099999999999985, 80
72, 64, -14.999999999999995, 76
73, 64, -6.299999999999994, 73
74, 64, -6.299999999999994, 97
75, 64, -6.299999999999994, 82
76, 64, -6.299999999999994, 86
77, 64, -6.299999999999994, 84
78, 64, -6.299999999999994, 78
79, 64, -40.50000000000005, 101
80, 64, -6.299999999999994, 87
81, 64, -7.19999999999999, 86
82, 64, -8.999999999999995, 94
83, 64, -6.299999999999994, 92
84, 64, -7.199999999999994, 88
85, 64, -6.299999999999994, 100
86, 64, -6.299999999999994, 98
87, 64, -6.299999999999994, 82
88, 64, -6.299999999999994, 86
89, 64, -6.299999999999994, 89
90, 64, -6.299999999999994, 89
