Num generated: 736; num unique: 47
Episode, Steps, Reward, Time (in milliseconds)
89, 64, -6.299999999999994, 52
90, 64, -6.299999999999994, 47
91, 25, -5.1, 50
92, 21, -3.8000000000000007, 54
93, 43, -11.499999999999993, 54
94, 64, -21.099999999999998, 44
95, 64, -6.299999999999994, 47
96, 64, -6.299999999999994, 53
97, 24, -6.999999999999997, 53
98, 28, -7.3, 43
99, 64, -11.999999999999988, 52
100, 23, -5.9, 45
101, 30, -6.499999999999996, 54
102, 64, -8.199999999999987, 48
103, 64, -6.299999999999994, 41
104, 64, -13.799999999999988, 51
105, 22, -3.900000000000001, 60
106, 31, -6.599999999999994, 54
107, 22, -5.699999999999999, 65
108, 64, -8.09999999999999, 51
109, 26, -6.2, 54
110, 20, -3.7000000000000006, 52
111, 24, -6.9999999999999964, 61
112, 19, -3.6000000000000005, 59
113, 25, -5.1, 61
114, 60, -16.199999999999992, 55
115, 64, -6.299999999999994, 51
116, 51, -10.599999999999998, 49
117, 64, -19.6, 55
118, 30, -7.499999999999998, 47
119, 23, -4.8999999999999995, 53
120, 64, -10.099999999999985, 55
121, 26, -4.3, 49
122, 53, -12.399999999999991, 57
123, 51, -11.299999999999995, 56
124, 42, -5.899999999999998, 52
125, 26, -5.199999999999999, 63
126, 62, -12.699999999999992, 55
127, 64, -6.299999999999994, 53
128, 64, -7.1999999999999895, 50
129, 64, -8.09999999999999, 57
130, 24, -4.1, 56
131, 29, -8.199999999999998, 54
132, 26, -7.1, 54
133, 64, -6.299999999999994, 60
134, 20, -3.7000000000000006, 65
135, 64, -7.19999999999999, 48
136, 21, -4.699999999999999, 72
137, 64, -6.299999999999994, 56
138, 39, -10.29999999999999, 59
139, 25, -5.099999999999999, 54
140, 64, -8.999999999999995, 61
141, 64, -6.299999999999994, 61
142, 37, -10.099999999999994, 64
143, 23, -5.0, 56
144, 33, -4.999999999999998, 50
145, 27, -6.199999999999999, 68
146, 19, -3.6000000000000005, 68
147, 28, -8.299999999999994, 69
148, 33, -9.7, 55
149, 39, -6.499999999999997, 57
150, 22, -5.799999999999997, 61
151, 23, -5.9, 53
152, 20, -3.7000000000000006, 59
153, 64, -6.299999999999994, 61
154, 64, -6.299999999999994, 60
155, 40, -7.599999999999994, 56
156, 22, -4.799999999999999, 61
157, 26, -4.299999999999999, 63
158, 34, -5.1, 62
159, 22, -4.799999999999999, 55
160, 18, -3.5000000000000004, 56
161, 26, -4.3, 56
162, 64, -6.299999999999994, 63
163, 64, -10.999999999999995, 56
164, 29, -9.299999999999995, 64
165, 64, -6.299999999999994, 59
166, 64, -9.899999999999988, 59
167, 27, -4.4, 62
168, 21, -3.8000000000000007, 67
169, 64, -6.299999999999994, 73
170, 31, -6.599999999999996, 56
171, 64, -8.099999999999994, 60
172, 51, -10.499999999999991, 69
173, 33, -8.699999999999996, 63
174, 64, -9.899999999999986, 58
175, 26, -5.199999999999999, 60
176, 22, -3.9000000000000004, 69
177, 24, -4.1000000000000005, 58
178, 27, -5.299999999999999, 59
179, 47, -7.299999999999997, 67
180, 64, -6.299999999999994, 56
181, 64, -6.299999999999994, 63
182, 64, -8.099999999999994, 63
183, 64, -38.00000000000003, 68
184, 31, -4.8, 71
185, 26, -6.999999999999997, 63
186, 21, -3.8000000000000007, 72
187, 29, -4.6, 60
188, 51, -20.300000000000015, 63
189, 64, -9.09999999999999, 71
190, 23, -4.8999999999999995, 61
191, 64, -7.199999999999994, 69
